  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    2.5508     7.4284      2.4000e-04           4.4574e+03      2.2047e-02
    2.5643     7.3015      2.2000e-04           4.3494e+03      2.0918e-02
    2.5778     7.1601      1.6500e-04           4.2478e+03      1.6315e-02
    2.5914     7.0039      1.9600e-04           4.1545e+03      2.0254e-02
    2.6049     6.8326      1.4200e-04           4.0708e+03      1.5419e-02
    2.6185     6.6465      1.8600e-04           3.9970e+03      2.1343e-02
    2.6320     6.4457      1.4700e-04           3.9341e+03      1.7935e-02
    2.6456     6.2307      1.4000e-04           3.8832e+03      1.8280e-02
    2.6591     6.0020      1.2300e-04           3.8456e+03      1.7308e-02
    2.6726     5.7605      1.0900e-04           3.8225e+03      1.6651e-02
    2.6862     5.5602      1.0900e-04           3.7707e+03      1.7872e-02
    2.6997     5.3508      1.4300e-04           3.7294e+03      2.5318e-02
    2.7133     5.1318      7.4000e-05           3.7007e+03      1.4244e-02
    2.7268     4.9030      9.2000e-05           3.6865e+03      1.9400e-02
    2.7404     4.6639      9.5000e-05           3.6891e+03      2.2139e-02
    2.7539     4.4145      1.2200e-04           3.7122e+03      3.1734e-02
    2.7675     4.1546      9.2000e-05           3.7607e+03      2.7018e-02
    2.7810     3.8842      1.2900e-04           3.8399e+03      4.3343e-02
    2.7945     3.6035      1.4400e-04           3.9587e+03      5.6214e-02
    2.8081     3.3126      1.1600e-04           4.1283e+03      5.3586e-02
    2.8216     3.0120      1.1100e-04           4.3646e+03      6.2022e-02
    2.8352     2.7022      7.1000e-05           4.6921e+03      4.9289e-02
    2.8487     2.3837      8.9000e-05           5.1499e+03      7.9399e-02
    2.8623     2.0573      7.4000e-05           5.8031e+03      8.8627e-02
    2.8758     1.7238      6.0000e-05           6.7704e+03      1.0235e-01
    2.8893     1.3839      4.9000e-05           8.2924e+03      1.2969e-01
    2.9029     1.0386      4.1000e-05           1.0942e+04      1.9267e-01
    2.9164     0.6885      3.2000e-05           1.6494e+04      3.4219e-01
    2.9300     0.3354      0.0000e+00           0.0000e+00      0.0000e+00
    2.9435     0.0000      0.0000e+00           0.0000e+00      0.0000e+00
    2.9760     0.6548      1.7000e-05           1.9404e+04      2.0098e-01
    3.0085     1.3058      2.6000e-05           1.0029e+04      7.7295e-02
    3.0409     1.9534      1.5000e-05           7.0749e+03      1.9927e-02
    3.0734     2.5955      1.1000e-05           5.7474e+03      8.2771e-03
    3.1059     3.2303      1.1000e-05           5.0693e+03      5.3436e-03
    3.1384     3.8561      7.0000e-06           4.7114e+03      2.3863e-03
    3.1708     4.4714      6.0000e-06           4.5327e+03      1.5212e-03
    3.2033     5.0747      4.0000e-06           4.4606e+03      7.8735e-04
    3.2358     5.6648      5.0000e-06           4.4545e+03      7.8983e-04
    3.2683     6.2403      5.0000e-06           4.4908e+03      6.5086e-04
    3.3007     6.8000      4.0000e-06           4.5554e+03      4.3850e-04
    3.3332     7.3427      6.0000e-06           4.6402e+03      5.6412e-04
    3.3657     7.8672      8.0000e-06           4.7411e+03      6.5521e-04
    3.3981     8.3723      1.4000e-05           4.8570e+03      1.0124e-03
    3.4306     8.8566      3.0000e-05           4.9866e+03      1.9387e-03
    3.4631     9.3191      5.3000e-05           5.1304e+03      3.0936e-03
    3.4956     9.7582      2.0600e-04           5.2896e+03      1.0966e-02
    3.5280    10.1727      2.4600e-04           5.4661e+03      1.2050e-02
    3.5605    10.5612      3.5600e-04           5.6647e+03      1.6179e-02
    3.5930    10.9225      2.9100e-04           5.8871e+03      1.2365e-02
    3.6255    11.2554      2.7500e-04           6.1370e+03      1.1004e-02
    3.6579    11.5590      2.6900e-04           6.4183e+03      1.0206e-02
    3.6904    11.8327      1.7200e-04           6.7296e+03      6.2272e-03
    3.7229    12.0761      1.6800e-04           7.0686e+03      5.8396e-03
    3.7554    12.2895      1.2100e-04           7.4241e+03      4.0611e-03
    3.7878    12.4733      5.7000e-05           7.7880e+03      1.8571e-03
    3.8203    12.6285      8.8000e-05           8.1475e+03      2.7971e-03
    3.8528    12.7559      4.9000e-05           8.4991e+03      1.5265e-03
    3.8852    12.8566      5.6000e-05           8.8295e+03      1.7174e-03
    3.9177    12.9315      4.9000e-05           9.1334e+03      1.4853e-03
    3.9502    12.9811      3.3000e-05           9.4060e+03      9.9271e-04
    3.9827    13.0052      4.7000e-05           9.6550e+03      1.4086e-03
    4.0151    13.0052      6.7000e-05           9.9063e+03      2.0080e-03
    4.0476    12.9885      4.0000e-05           1.0008e+04      1.2019e-03
    4.0801    12.9480      2.7000e-05           1.0029e+04      8.1637e-04
    4.1126    12.8824      1.4000e-05           1.0038e+04      4.2763e-04
    4.1450    12.7965      4.1000e-05           1.0012e+04      1.2692e-03
    4.1775    12.6960      4.0000e-05           9.9592e+03      1.2579e-03
    4.2100    12.5889      2.6000e-05           9.8930e+03      8.3163e-04
    4.2424    12.4851      3.0000e-05           9.8214e+03      9.7559e-04

    0.0000     0.0000      0.0000e+00           0.0000e+00      0.0000e+00
    0.0250     0.8207      7.6000e-05           1.4183e+04      5.7197e-01
    0.0499     1.6346      1.6200e-04           7.3650e+03      3.0734e-01
    0.0749     2.4466      1.7800e-04           5.2413e+03      1.5074e-01
    0.0998     3.2542      2.7900e-04           4.2929e+03      1.3355e-01
    0.1248     4.0558      2.4500e-04           3.8127e+03      7.5499e-02
    0.1498     4.8497      3.7400e-04           3.5675e+03      8.0607e-02
    0.1747     5.6342      3.7300e-04           3.4551e+03      5.9563e-02
    0.1997     6.4075      4.8700e-04           3.4252e+03      6.0129e-02
    0.2246     7.1677      5.4500e-04           3.4508e+03      5.3773e-02
    0.2496     7.9128      6.4700e-04           3.5186e+03      5.2381e-02
    0.2746     8.6405      5.4800e-04           3.6192e+03      3.7208e-02
    0.2995     9.3479      9.2800e-04           3.7491e+03      5.3833e-02
    0.3245    10.0315      1.0320e-03           3.9111e+03      5.1985e-02
    0.3494    10.6862      1.1800e-03           4.1117e+03      5.2380e-02
    0.3744    11.3044      1.6340e-03           4.3688e+03      6.4817e-02
    0.3993    11.8737      1.2110e-03           4.7045e+03      4.3541e-02
    0.4243    12.3720      1.2920e-03           5.1531e+03      4.2787e-02
    0.4493    12.7626      1.5650e-03           5.7252e+03      4.8704e-02
    0.4742    13.0032      1.1820e-03           6.3080e+03      3.5436e-02
    0.4992    13.0852      1.0910e-03           6.7204e+03      3.2299e-02
    0.5241    13.0496      7.5100e-04           6.9517e+03      2.2355e-02
    0.5491    12.9468      5.5600e-04           7.0990e+03      1.6814e-02
    0.5741    12.8110      3.4600e-04           7.2139e+03      1.0687e-02
    0.5990    13.1594      8.5000e-05           3.3437e+03      2.4882e-03
    0.6240    13.5970      7.5000e-05           3.4717e+03      2.0564e-03
    0.6489    14.0266      7.2000e-05           3.6066e+03      1.8551e-03
    0.6739    14.4481      1.0200e-04           3.7481e+03      2.4769e-03
    0.6989    14.8611      5.6000e-05           3.8942e+03      1.2853e-03
    0.7238    15.2648      6.1000e-05           4.0461e+03      1.3270e-03
    0.7488    15.6579      1.2900e-04           4.2052e+03      2.6672e-03
    0.7737    16.0386      1.1700e-04           4.3704e+03      2.3056e-03
    0.7987    16.4048      1.7100e-04           4.5418e+03      3.2210e-03
    0.8237    16.7538      1.9900e-04           4.7225e+03      3.5938e-03
    0.8486    17.0824      3.4900e-04           4.9109e+03      6.0626e-03
    0.8736    17.3871      3.7800e-04           5.1030e+03      6.3382e-03
    0.8985    17.6333      1.5700e-04           7.6706e+03      2.5595e-03
    0.9235    17.5244      2.0000e-04           7.5508e+03      3.3012e-03
    0.9484    17.3966      1.3100e-04           7.4031e+03      2.1942e-03
    0.9734    17.2494      3.1900e-04           7.2405e+03      5.4347e-03
    0.9984    17.0822      2.0500e-04           7.0657e+03      3.5612e-03
    1.0078    17.0589      2.1800e-04           7.0420e+03      3.7974e-03
    1.0172    17.0328      3.5300e-04           7.0162e+03      6.1678e-03
    1.0266    17.0039      5.1600e-04           6.9868e+03      9.0465e-03
    1.0360    16.9720      4.2800e-04           6.9572e+03      7.5320e-03
    1.0454    16.9372      4.5600e-04           6.9226e+03      8.0577e-03
    1.0548    16.8995      4.2500e-04           6.8846e+03      7.5435e-03
    1.0643    16.8588      2.5000e-04           6.8488e+03      4.4588e-03
    1.0737    16.8153      1.8900e-04           6.8099e+03      3.3883e-03
    1.0831    16.7689      2.9900e-04           6.7703e+03      5.3900e-03
    1.0925    16.7197      1.8100e-04           6.7299e+03      3.2821e-03
    1.1019    16.6678      1.9400e-04           6.6881e+03      3.5398e-03
    1.1113    16.6131      2.7100e-04           6.6477e+03      4.9773e-03
    1.1207    16.5559      2.8300e-04           6.6070e+03      5.2337e-03
    1.1302    16.4962      2.6200e-04           6.5645e+03      4.8805e-03
    1.1396    16.4342      3.2800e-04           6.5234e+03      6.1561e-03
    1.1490    16.3699      3.0000e-04           6.4835e+03      5.6749e-03
    1.1584    16.3034      2.8400e-04           6.4437e+03      5.4162e-03
    1.1678    16.2351      3.1700e-04           6.4055e+03      6.0965e-03
    1.1772    16.1649      3.0800e-04           6.3674e+03      5.9750e-03
    1.1866    16.0931      3.0300e-04           6.3315e+03      5.9305e-03
    1.1960    16.0200      2.4000e-04           6.2946e+03      4.7404e-03
    1.2055    15.9457      2.7900e-04           6.2611e+03      5.5622e-03
    1.2149    15.8708      3.7300e-04           6.2251e+03      7.5066e-03
    1.2243    15.7957      4.2900e-04           6.1888e+03      8.7158e-03
    1.2337    15.7210      1.9900e-04           6.1524e+03      4.0815e-03
    1.2431    15.6481      7.2000e-05           6.1117e+03      1.4905e-03
    1.2525    15.5790      1.1500e-04           6.0665e+03      2.4019e-03
    1.2619    15.5178      1.2600e-04           6.0128e+03      2.6524e-03
    1.2714    15.4725      1.1700e-04           5.9601e+03      2.4774e-03
    1.2808    15.4550      1.1900e-04           5.9351e+03      2.5255e-03
    1.2878    15.4650      9.2000e-05           5.9491e+03      1.9499e-03
    1.2949    15.4925      1.0000e-04           5.9857e+03      2.1120e-03
    1.3020    15.5320      1.3300e-04           6.0262e+03      2.7946e-03
    1.3090    15.5790      1.1500e-04           6.0665e+03      2.4019e-03
    1.3161    15.6303      6.1000e-05           6.1011e+03      1.2657e-03
    1.3231    15.6842      3.5000e-05           6.1331e+03      7.2123e-04
    1.3302    15.7396      2.2800e-04           6.1619e+03      4.6653e-03
    1.3373    15.7957      4.2900e-04           6.1888e+03      8.7158e-03
    1.3443    15.8520      3.6000e-04           6.2159e+03      7.2621e-03
    1.3514    15.9083      2.4200e-04           6.2424e+03      4.8473e-03
    1.3584    15.9644      2.7800e-04           6.2697e+03      5.5293e-03
    1.3655    16.0200      2.4000e-04           6.2946e+03      4.7404e-03
    1.3726    16.0749      3.1100e-04           6.3215e+03      6.1009e-03
    1.3796    16.1292      3.6200e-04           6.3475e+03      7.0536e-03
    1.3867    16.1826      2.1200e-04           6.3773e+03      4.1036e-03
    1.3937    16.2351      3.1700e-04           6.4055e+03      6.0965e-03
    1.4008    16.2865      3.8000e-04           6.4339e+03      7.2620e-03
    1.4079    16.3369      2.9900e-04           6.4636e+03      5.6789e-03
    1.4149    16.3862      2.1700e-04           6.4933e+03      4.0967e-03
    1.4220    16.4342      3.2800e-04           6.5234e+03      6.1561e-03
    1.4290    16.4810      2.5100e-04           6.5536e+03      4.6842e-03
    1.4361    16.5264      2.3100e-04           6.5860e+03      4.2873e-03
    1.4432    16.5705      2.6500e-04           6.6160e+03      4.8922e-03
    1.4502    16.6131      2.7100e-04           6.6477e+03      4.9773e-03
    1.4573    16.6544      3.0500e-04           6.6775e+03      5.5741e-03
    1.4643    16.6941      2.4900e-04           6.7094e+03      4.5290e-03
    1.4714    16.7323      1.8500e-04           6.7403e+03      3.3496e-03
    1.4785    16.7689      2.9900e-04           6.7703e+03      5.3900e-03
    1.4855    16.8040      2.2400e-04           6.8003e+03      4.0212e-03
    1.4926    16.8374      4.1600e-04           6.8297e+03      7.4383e-03
    1.4996    16.8693      2.8900e-04           6.8586e+03      5.1479e-03
    1.5067    16.8995      4.2500e-04           6.8846e+03      7.5435e-03
    1.5138    16.9280      4.2300e-04           6.9130e+03      7.4827e-03
    1.5208    16.9550      3.9700e-04           6.9389e+03      7.0004e-03
    1.5279    16.9802      4.8800e-04           6.9643e+03      8.5795e-03
    1.5349    17.0039      5.1600e-04           6.9868e+03      9.0465e-03
    1.5420    17.0258      4.4700e-04           7.0085e+03      7.8167e-03
    1.5491    17.0462      2.5900e-04           7.0288e+03      4.5183e-03
    1.5561    17.0650      2.1500e-04           7.0484e+03      3.7424e-03
    1.5632    17.0822      2.0500e-04           7.0657e+03      3.5612e-03
    1.5841    17.2510      3.7400e-04           7.2428e+03      6.3705e-03
    1.6051    17.4041      1.8900e-04           7.4159e+03      3.1629e-03
    1.6261    17.5407      1.0900e-04           7.5835e+03      1.7958e-03
    1.6470    17.6605      1.9700e-04           7.7384e+03      3.2018e-03
    1.6680    17.4657      3.2700e-04           5.3325e+03      5.4338e-03
    1.6890    17.1976      3.7700e-04           5.2189e+03      6.4615e-03
    1.7099    16.9108      2.8300e-04           5.1119e+03      5.0164e-03
    1.7309    16.6079      2.1800e-04           5.0148e+03      4.0064e-03
    1.7519    16.2912      2.3500e-04           4.9286e+03      4.4884e-03
    1.7728    15.9625      1.0800e-04           4.8509e+03      2.1486e-03
    1.7938    15.6239      1.0100e-04           4.7814e+03      2.0974e-03
    1.8148    15.2771      1.1000e-04           4.7212e+03      2.3891e-03
    1.8357    14.9237      8.5000e-05           4.6691e+03      1.9346e-03
    1.8567    14.5653      7.8000e-05           4.6235e+03      1.8637e-03
    1.8777    14.2035      1.0300e-04           4.5893e+03      2.5881e-03
    1.8986    13.8397      9.3000e-05           4.5651e+03      2.4613e-03
    1.9196    13.4754      1.2300e-04           4.5484e+03      3.4336e-03
    1.9405    13.1119      1.1300e-04           4.5404e+03      3.3318e-03
    1.9615    12.7506      1.2400e-04           4.5401e+03      3.8663e-03
    1.9825    12.3929      4.4000e-05           4.5505e+03      1.4522e-03
    2.0034    12.0402      7.1000e-05           4.5685e+03      2.4827e-03
    2.0244    11.6936      5.0000e-05           4.5937e+03      1.8535e-03
    2.0454    11.3546      4.9000e-05           4.6262e+03      1.9266e-03
    2.0663    11.0245      2.8000e-05           4.6647e+03      1.1678e-03
    2.0873    10.9677      5.9000e-05           4.5580e+03      2.4863e-03
    2.1083    11.0782      1.0600e-04           4.3830e+03      4.3782e-03
    2.1292    11.2071      5.5000e-05           4.2363e+03      2.2198e-03
