  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    3.2033    19.8221      5.5000e-05           8.2173e+03      7.0957e-04
    3.2358    19.7020      4.4000e-05           7.9146e+03      5.7460e-04
    3.2683    19.5868      2.7000e-05           7.6017e+03      3.5675e-04
    3.3007    19.4754      3.0000e-05           7.2944e+03      4.0094e-04
    3.3332    19.3636      5.9000e-05           7.0108e+03      7.9765e-04
    3.3657    19.2444      4.8000e-05           6.7671e+03      6.5700e-04
    3.3981    19.1096      6.4000e-05           6.5749e+03      8.8840e-04
    3.4306    18.9507      1.6900e-04           6.4386e+03      2.3854e-03
    3.4631    18.7612      3.7100e-04           6.3593e+03      5.3430e-03
    3.4956    18.5367      1.0300e-04           6.3335e+03      1.5195e-03
    3.5280    18.3564      1.2800e-04           5.4730e+03      1.9256e-03
    3.5605    18.8093      2.5000e-04           5.9158e+03      3.5820e-03
    3.5930    19.1671      3.9100e-04           6.4592e+03      5.3950e-03
    3.6255    19.4210      7.3100e-04           7.0634e+03      9.8244e-03
    3.6579    19.5708      8.7600e-04           7.7028e+03      1.1594e-02
    3.6904    19.6245      5.4400e-04           8.3529e+03      7.1603e-03
    3.7229    19.5977      8.8800e-04           8.9901e+03      1.1720e-02
    3.7554    19.5134      1.7030e-03           9.5772e+03      2.2671e-02
    3.7878    19.4011      1.8520e-03           1.0045e+04      2.4941e-02
    3.8203    19.2951      9.6000e-04           1.0272e+04      1.3071e-02
    3.8528    19.2235      1.5010e-03           1.0189e+04      2.0590e-02
    3.8852    19.1943      3.4100e-04           9.8934e+03      4.6918e-03
    3.9177    19.1960      2.7800e-04           9.5680e+03      3.8243e-03
    3.9502    19.2111      3.1500e-04           9.3150e+03      4.3265e-03
    3.9827    19.2258      1.8400e-04           9.1531e+03      2.5234e-03
    4.0151    19.2315      3.1300e-04           9.0690e+03      4.2899e-03
    4.0476    19.2231      2.9000e-04           9.0410e+03      3.9782e-03
    4.0801    19.1983      1.5200e-04           9.0544e+03      2.0905e-03
    4.1126    19.1564      2.3400e-04           9.0944e+03      3.2323e-03
    4.1450    19.0975      2.3100e-04           9.1526e+03      3.2106e-03
    4.1775    19.0227      2.0400e-04           9.2197e+03      2.8577e-03
    4.2100    18.9332      3.4000e-04           9.2893e+03      4.8080e-03
    4.2424    18.8306      3.4700e-04           9.3569e+03      4.9606e-03

    0.0000    28.5485      1.7900e-04           6.0942e+03      1.1133e-03
    0.0250    28.5472      1.5660e-03           6.0298e+03      9.7408e-03
    0.0499    28.5436      1.3600e-03           5.9764e+03      8.4616e-03
    0.0749    28.5374      8.8000e-04           5.9371e+03      5.4775e-03
    0.0998    28.5283      5.9000e-04           5.9091e+03      3.6748e-03
    0.1248    28.5157      4.7400e-04           5.8957e+03      2.9549e-03
    0.1498    28.4992      3.8300e-04           5.8943e+03      2.3904e-03
    0.1747    28.4781      2.4900e-04           5.9114e+03      1.5564e-03
    0.1997    28.4517      2.4700e-04           5.9312e+03      1.5467e-03
    0.2246    28.4193      2.7700e-04           5.9550e+03      1.7385e-03
    0.2496    28.3800      2.6000e-04           5.9824e+03      1.6364e-03
    0.2746    28.3331      3.5800e-04           6.0103e+03      2.2606e-03
    0.2995    28.2778      5.0000e-04           6.0354e+03      3.1696e-03
    0.3245    28.2132      1.0650e-03           6.0560e+03      6.7823e-03
    0.3494    28.1387      1.1480e-03           6.0748e+03      7.3496e-03
    0.3744    28.0536      2.4590e-03           6.0909e+03      1.5838e-02
    0.3993    27.9574      2.3410e-03           6.1024e+03      1.5182e-02
    0.4243    27.8498      2.8640e-03           6.1077e+03      1.8718e-02
    0.4493    27.7306      2.0230e-03           6.1114e+03      1.3335e-02
    0.4742    27.6000      1.5920e-03           6.1096e+03      1.0594e-02
    0.4992    27.4582      1.6740e-03           6.1001e+03      1.1255e-02
    0.5241    27.3058      1.9170e-03           6.0848e+03      1.3033e-02
    0.5491    27.1435      2.0380e-03           6.0644e+03      1.4022e-02
    0.5741    26.9725      1.4370e-03           6.0382e+03      1.0013e-02
    0.5990    26.7938      1.3220e-03           6.0041e+03      9.3345e-03
    0.6240    26.6088      1.8080e-03           5.9647e+03      1.2944e-02
    0.6489    26.4189      1.8440e-03           5.9211e+03      1.3392e-02
    0.6739    26.2255      1.1220e-03           5.8726e+03      8.2694e-03
    0.6989    26.0303      1.4780e-03           5.8178e+03      1.1057e-02
    0.7238    25.8350      9.9000e-04           5.7578e+03      7.5188e-03
    0.7488    25.6412      1.7400e-03           5.6941e+03      1.3415e-02
    0.7737    25.4508      1.4660e-03           5.6254e+03      1.1473e-02
    0.7987    25.2659      9.4500e-04           5.5521e+03      7.5040e-03
    0.8237    25.0884      1.0800e-03           5.4776e+03      8.6978e-03
    0.8486    24.9210      7.9700e-04           5.4030e+03      6.5052e-03
    0.8736    24.7660      8.5700e-04           5.3260e+03      7.0827e-03
    0.8985    24.6265      6.4300e-04           5.2500e+03      5.3745e-03
    0.9235    24.5054      1.4490e-03           5.1786e+03      1.2231e-02
    0.9484    24.4057      1.1230e-03           5.1158e+03      9.5571e-03
    0.9734    24.3300      7.0200e-04           5.0640e+03      6.0115e-03
    0.9984    24.2803      4.9900e-04           5.0253e+03      4.2906e-03
    1.0078    24.2754      7.6700e-04           5.0218e+03      6.5977e-03
    1.0172    24.2716      1.2000e-03           5.0187e+03      1.0326e-02
    1.0266    24.2687      1.3140e-03           5.0165e+03      1.1309e-02
    1.0360    24.2669      1.0560e-03           5.0164e+03      9.0900e-03
    1.0454    24.2659      1.1970e-03           5.0140e+03      1.0305e-02
    1.0548    24.2659      1.0010e-03           5.0124e+03      8.6173e-03
    1.0643    24.2666      1.4570e-03           5.0136e+03      1.2542e-02
    1.0737    24.2682      1.3930e-03           5.0137e+03      1.1990e-02
    1.0831    24.2704      1.2770e-03           5.0150e+03      1.0989e-02
    1.0925    24.2732      8.1700e-04           5.0164e+03      7.0291e-03
    1.1019    24.2766      1.1850e-03           5.0176e+03      1.0192e-02
    1.1113    24.2805      1.2810e-03           5.0208e+03      1.1014e-02
    1.1207    24.2848      1.3600e-03           5.0243e+03      1.1690e-02
    1.1302    24.2895      1.1440e-03           5.0254e+03      9.8292e-03
    1.1396    24.2944      8.9500e-04           5.0288e+03      7.6867e-03
    1.1490    24.2994      8.6500e-04           5.0330e+03      7.4260e-03
    1.1584    24.3046      4.9200e-04           5.0358e+03      4.2220e-03
    1.1678    24.3097      1.2410e-03           5.0397e+03      1.0645e-02
    1.1772    24.3148      6.1100e-04           5.0424e+03      5.2388e-03
    1.1866    24.3197      1.1420e-03           5.0455e+03      9.7877e-03
    1.1960    24.3244      8.3100e-04           5.0499e+03      7.1195e-03
    1.2055    24.3288      6.7200e-04           5.0534e+03      5.7552e-03
    1.2149    24.3329      5.9800e-04           5.0546e+03      5.1197e-03
    1.2243    24.3365      3.2200e-04           5.0578e+03      2.7559e-03
    1.2337    24.3397      2.7800e-04           5.0602e+03      2.3787e-03
    1.2431    24.3424      2.0400e-04           5.0620e+03      1.7452e-03
    1.2525    24.3445      2.6200e-04           5.0639e+03      2.2409e-03
    1.2619    24.3460      3.1300e-04           5.0641e+03      2.6768e-03
    1.2714    24.3469      4.7600e-04           5.0652e+03      4.0705e-03
    1.2808    24.3472      5.6700e-04           5.0666e+03      4.8486e-03
    1.2878    24.3471      3.7400e-04           5.0661e+03      3.1982e-03
    1.2949    24.3465      3.1200e-04           5.0644e+03      2.6682e-03
    1.3020    24.3457      3.3800e-04           5.0639e+03      2.8907e-03
    1.3090    24.3445      2.6200e-04           5.0639e+03      2.2409e-03
    1.3161    24.3429      1.4500e-04           5.0626e+03      1.2404e-03
    1.3231    24.3411      2.6300e-04           5.0613e+03      2.2501e-03
    1.3302    24.3390      3.4000e-04           5.0600e+03      2.9094e-03
    1.3373    24.3365      3.2200e-04           5.0578e+03      2.7559e-03
    1.3443    24.3338      8.1400e-04           5.0556e+03      6.9684e-03
    1.3514    24.3309      4.6000e-04           5.0538e+03      3.9389e-03
    1.3584    24.3278      6.9600e-04           5.0524e+03      5.9612e-03
    1.3655    24.3244      8.3100e-04           5.0499e+03      7.1195e-03
    1.3726    24.3209      6.6300e-04           5.0461e+03      5.6818e-03
    1.3796    24.3173      9.4300e-04           5.0432e+03      8.0837e-03
    1.3867    24.3135      7.5500e-04           5.0420e+03      6.4741e-03
    1.3937    24.3097      1.2410e-03           5.0397e+03      1.0645e-02
    1.4008    24.3059      7.4900e-04           5.0364e+03      6.4267e-03
    1.4079    24.3020      1.5980e-03           5.0342e+03      1.3716e-02
    1.4149    24.2982      1.1870e-03           5.0320e+03      1.0191e-02
    1.4220    24.2944      8.9500e-04           5.0288e+03      7.6867e-03
    1.4290    24.2907      9.1500e-04           5.0261e+03      7.8609e-03
    1.4361    24.2871      1.2810e-03           5.0250e+03      1.1008e-02
    1.4432    24.2837      1.1070e-03           5.0234e+03      9.5159e-03
    1.4502    24.2805      1.2810e-03           5.0208e+03      1.1014e-02
    1.4573    24.2776      8.7000e-04           5.0180e+03      7.4823e-03
    1.4643    24.2749      1.0160e-03           5.0170e+03      8.7399e-03
    1.4714    24.2725      1.1250e-03           5.0164e+03      9.6795e-03
    1.4785    24.2704      1.2770e-03           5.0150e+03      1.0989e-02
    1.4855    24.2686      1.3090e-03           5.0140e+03      1.1266e-02
    1.4926    24.2673      1.0330e-03           5.0141e+03      8.8918e-03
    1.4996    24.2664      1.2020e-03           5.0136e+03      1.0347e-02
    1.5067    24.2659      1.0010e-03           5.0124e+03      8.6173e-03
    1.5138    24.2658      1.1660e-03           5.0130e+03      1.0038e-02
    1.5208    24.2663      9.3300e-04           5.0152e+03      8.0316e-03
    1.5279    24.2673      1.0420e-03           5.0160e+03      8.9692e-03
    1.5349    24.2687      1.3140e-03           5.0165e+03      1.1309e-02
    1.5420    24.2708      1.3570e-03           5.0176e+03      1.1677e-02
    1.5491    24.2734      1.4340e-03           5.0200e+03      1.2337e-02
    1.5561    24.2765      5.5400e-04           5.0230e+03      4.7651e-03
    1.5632    24.2803      4.9900e-04           5.0253e+03      4.2906e-03
    1.5841    24.3303      9.7500e-04           5.0635e+03      8.3491e-03
    1.6051    24.4047      7.1600e-04           5.1140e+03      6.0939e-03
    1.6261    24.5011      5.8600e-04           5.1752e+03      4.9483e-03
    1.6470    24.6168      1.2020e-03           5.2443e+03      1.0055e-02
    1.6680    24.7489      1.0530e-03           5.3179e+03      8.7146e-03
    1.6890    24.8945      5.1300e-04           5.3918e+03      4.1961e-03
    1.7099    25.0511      1.4420e-03           5.4628e+03      1.1648e-02
    1.7309    25.2163      1.0270e-03           5.5328e+03      8.1872e-03
    1.7519    25.3880      1.8710e-03           5.6006e+03      1.4715e-02
    1.7728    25.5647      1.1970e-03           5.6621e+03      9.2842e-03
    1.7938    25.7448      1.3900e-03           5.7172e+03      1.0631e-02
    1.8148    25.9270      1.8160e-03           5.7664e+03      1.3694e-02
    1.8357    26.1103      1.6730e-03           5.8085e+03      1.2439e-02
    1.8567    26.2938      2.0670e-03           5.8416e+03      1.5155e-02
    1.8777    26.4767      1.2130e-03           5.8686e+03      8.7713e-03
    1.8986    26.6582      3.5080e-03           5.8898e+03      2.5022e-02
    1.9196    26.8377      3.2830e-03           5.9045e+03      2.3105e-02
    1.9405    27.0146      2.9200e-03           5.9102e+03      2.0282e-02
    1.9615    27.1884      2.6420e-03           5.9094e+03      1.8117e-02
    1.9825    27.3584      3.9890e-03           5.9036e+03      2.7015e-02
    2.0034    27.5242      1.3460e-03           5.8923e+03      9.0063e-03
    2.0244    27.6854      1.3570e-03           5.8739e+03      8.9745e-03
    2.0454    27.8412      1.7280e-03           5.8503e+03      1.1301e-02
    2.0663    27.9914      9.2500e-04           5.8229e+03      5.9844e-03
    2.0873    28.1354      8.0900e-04           5.7898e+03      5.1805e-03
    2.1083    28.2727      5.6100e-04           5.7515e+03      3.5576e-03
    2.1292    28.4029      5.4600e-04           5.7110e+03      3.4308e-03
    2.1502    28.5255      5.5500e-04           5.6695e+03      3.4575e-03
    2.1712    28.6401      9.5700e-04           5.6235e+03      5.9142e-03
    2.1921    28.7463      6.7500e-04           5.5755e+03      4.1407e-03
    2.2131    28.8436      6.5900e-04           5.5280e+03      4.0153e-03
    2.2341    28.9318      5.4900e-04           5.4819e+03      3.3247e-03
    2.2550    29.0104      5.9700e-04           5.4388e+03      3.5958e-03
    2.2760    29.0792      4.4200e-04           5.3974e+03      2.6496e-03
    2.2970    29.1378      1.4700e-04           5.3607e+03      8.7768e-04
    2.3179    29.1862      1.5500e-04           5.3291e+03      9.2237e-04
    2.3389    29.2240      8.2800e-04           5.3209e+03      4.9145e-03
    2.3598    29.2511      1.9600e-04           5.2909e+03      1.1612e-03
    2.3808    29.2674      2.3000e-04           5.2740e+03      1.3611e-03
    2.4018    29.2728      1.8400e-04           5.2675e+03      1.0885e-03
    2.4153    29.2723      2.4400e-04           5.2676e+03      1.4435e-03
    2.4289    29.2708      2.0200e-04           5.2677e+03      1.1951e-03
    2.4424    29.2682      4.7700e-04           5.2680e+03      2.8226e-03
    2.4560    29.2644      4.4800e-04           5.2687e+03      2.6517e-03
    2.4695    29.2594      4.7400e-04           5.2699e+03      2.8066e-03
    2.4830    29.2531      5.0700e-04           5.2717e+03      3.0033e-03
    2.4966    29.2454      3.9300e-04           5.2746e+03      2.3292e-03
    2.5101    29.2361      2.8300e-04           5.2711e+03      1.6783e-03
    2.5237    29.2253      4.8300e-04           5.2759e+03      2.8665e-03
    2.5372    29.2129      4.0400e-04           5.2824e+03      2.3997e-03
    2.5508    29.1988      5.2100e-04           5.2906e+03      3.0977e-03
    2.5643    29.1831      6.5200e-04           5.3011e+03      3.8807e-03
    2.5778    29.1658      5.8100e-04           5.3140e+03      3.4623e-03
    2.5914    29.1469      7.5200e-04           5.3297e+03      4.4871e-03
    2.6049    29.1266      3.4100e-04           5.3472e+03      2.0375e-03
    2.6185    29.1048      5.2800e-04           5.3642e+03      3.1596e-03
    2.6320    29.0816      7.1000e-04           5.3808e+03      4.2555e-03
    2.6456    29.0571      7.1400e-04           5.4026e+03      4.2867e-03
    2.6591    29.0314      6.6600e-04           5.4185e+03      4.0056e-03
    2.6726    29.0046      5.6100e-04           5.4355e+03      3.3803e-03
    2.6862    28.9710      4.3800e-04           5.4543e+03      2.6453e-03
    2.6997    28.9366      3.1800e-04           5.4756e+03      1.9251e-03
    2.7133    28.9017      3.2200e-04           5.4892e+03      1.9541e-03
    2.7268    28.8667      2.2100e-04           5.5118e+03      1.3444e-03
    2.7404    28.8321      2.5500e-04           5.5363e+03      1.5550e-03
    2.7539    28.7983      3.9600e-04           5.5629e+03      2.4204e-03
    2.7675    28.7656      5.4100e-04           5.5926e+03      3.3142e-03
    2.7810    28.7345      4.3300e-04           5.6243e+03      2.6583e-03
    2.7945    28.7052      3.8600e-04           5.6597e+03      2.3746e-03
    2.8081    28.6781      3.9300e-04           5.6982e+03      2.4223e-03
    2.8216    28.6533      4.6100e-04           5.7385e+03      2.8463e-03
    2.8352    28.6310      5.1300e-04           5.7802e+03      3.1723e-03
    2.8487    28.6114      5.3900e-04           5.8226e+03      3.3376e-03
    2.8623    28.5944      7.2100e-04           5.8655e+03      4.4700e-03
    2.8758    28.5802      8.1800e-04           5.9174e+03      5.0764e-03
    2.8893    28.5687      1.2480e-03           5.9565e+03      7.7511e-03
    2.9029    28.5598      2.0450e-03           5.9942e+03      1.2709e-02
    2.9164    28.5534      1.9820e-03           6.0301e+03      1.2323e-02
    2.9300    28.5497      1.3120e-03           6.0637e+03      8.1594e-03
    2.9435    28.5485      1.7900e-04           6.0942e+03      1.1133e-03
    2.9760    28.5396      1.6860e-03           6.0267e+03      1.0493e-02
    3.0085    28.5133      7.3900e-04           5.9998e+03      4.6077e-03
    3.0409    28.4701      5.5700e-04           6.1695e+03      3.4834e-03
    3.0734    28.4111      1.5700e-04           6.3073e+03      9.8595e-04
    3.1059    28.3372      8.9000e-05           6.4684e+03      5.6183e-04
    3.1384    28.2496      7.0000e-05           6.6371e+03      4.4463e-04
    3.1708    28.1494      3.0000e-05           6.8004e+03      1.9192e-04
    3.2033    28.0374      2.3000e-05           6.9492e+03      1.4831e-04
    3.2358    27.9146      2.2000e-05           7.0763e+03      1.4312e-04
    3.2683    27.7820      2.2000e-05           7.1761e+03      1.4449e-04
    3.3007    27.6405      3.7000e-05           7.2438e+03      2.4549e-04
    3.3332    27.4915      3.6000e-05           7.2764e+03      2.4145e-04
    3.3657    27.3366      5.4000e-05           7.2722e+03      3.6630e-04
    3.3981    27.1782      7.4000e-05           7.2311e+03      5.0783e-04
    3.4306    27.0192      1.5400e-04           7.1520e+03      1.0693e-03
    3.4631    26.8635      1.6900e-04           7.0362e+03      1.1871e-03
    3.4956    26.7155      2.7000e-04           6.8819e+03      1.9176e-03
    3.5280    26.5804      3.2900e-04           6.6904e+03      2.3605e-03
    3.5605    26.4631      4.6100e-04           6.4688e+03      3.3369e-03
    3.5930    26.3677      6.2700e-04           6.2271e+03      4.5714e-03
    3.6255    26.2959      1.6790e-03           5.9837e+03      1.2308e-02
    3.6579    26.2471      2.3390e-03           5.7615e+03      1.7211e-02
    3.6904    26.2181      1.8820e-03           5.5792e+03      1.3879e-02
    3.7229    26.2053      1.8820e-03           5.4472e+03      1.3892e-02
    3.7554    26.2062      1.1010e-03           5.3620e+03      8.1266e-03
    3.7878    26.2203      4.7700e-04           5.3140e+03      3.5170e-03
    3.8203    26.2489      2.8300e-04           5.2906e+03      2.0821e-03
    3.8528    26.2943      1.9200e-04           5.2833e+03      1.4077e-03
    3.8852    26.3589      1.4600e-04           5.2843e+03      1.0652e-03
    3.9177    26.4446      9.3000e-05           5.2903e+03      6.7412e-04
    3.9502    26.5520      1.3700e-04           5.3002e+03      9.8505e-04
    3.9827    26.6810      1.1400e-04           5.3159e+03      8.1177e-04
    4.0151    26.8299      1.7300e-04           5.3400e+03      1.2183e-03
    4.0476    26.9964      2.6300e-04           5.3728e+03      1.8293e-03
    4.0801    27.1774      3.5400e-04           5.4161e+03      2.4295e-03
    4.1126    27.3695      3.0900e-04           5.4682e+03      2.0910e-03
    4.1450    27.5691      3.4900e-04           5.5279e+03      2.3276e-03
    4.1775    27.7726      2.1200e-04           5.5923e+03      1.3933e-03
    4.2100    27.9769      3.2300e-04           5.6593e+03      2.0919e-03
    4.2424    28.1791      1.4900e-04           5.7271e+03      9.5118e-04

    0.0000    28.5485      1.7900e-04           6.0942e+03      1.1133e-03
    0.0250    28.5475      1.5660e-03           6.0298e+03      9.7406e-03
    0.0499    28.5444      1.3600e-03           5.9764e+03      8.4611e-03
    0.0749    28.5392      8.8000e-04           5.9371e+03      5.4768e-03
    0.0998    28.5317      5.9000e-04           5.9091e+03      3.6739e-03
    0.1248    28.5216      4.7400e-04           5.8957e+03      2.9537e-03
    0.1498    28.5089      3.8300e-04           5.8943e+03      2.3887e-03
    0.1747    28.4933      3.8400e-04           5.8888e+03      2.3976e-03
    0.1997    28.4749      3.5700e-04           5.8862e+03      2.2319e-03
    0.2246    28.4535      3.2000e-04           5.8816e+03      2.0036e-03
    0.2496    28.4294      3.1100e-04           5.8761e+03      1.9505e-03
    0.2746    28.4027      3.1900e-04           5.8666e+03      2.0045e-03
    0.2995    28.3739      4.8100e-04           5.8524e+03      3.0286e-03
    0.3245    28.3435      4.5300e-04           5.8337e+03      2.8584e-03
    0.3494    28.3120      7.0300e-04           5.8122e+03      4.4457e-03
    0.3744    28.2803      5.9400e-04           5.7900e+03      3.7649e-03
    0.3993    28.2490      1.1520e-03           5.7652e+03      7.3177e-03
    0.4243    28.2188      8.1600e-04           5.7380e+03      5.1945e-03
    0.4493    28.1906      6.5600e-04           5.7116e+03      4.1843e-03
    0.4742    28.1651      9.0300e-04           5.6830e+03      5.7703e-03
    0.4992    28.1428      5.3300e-04           5.6501e+03      3.4113e-03
    0.5241    28.1243      4.3300e-04           5.6127e+03      2.7749e-03
    0.5491    28.1100      4.0500e-04           5.5725e+03      2.5981e-03
    0.5741    28.1000      2.9800e-04           5.5264e+03      1.9131e-03
    0.5990    28.0944      1.7700e-04           5.4755e+03      1.1367e-03
    0.6240    28.0926      1.2000e-04           5.4193e+03      7.7077e-04
    0.6489    28.0942      1.2200e-04           5.3607e+03      7.8353e-04
    0.6739    28.0979      6.0000e-05           5.2984e+03      3.8524e-04
    0.6989    28.1022      6.2000e-05           5.2322e+03      3.9796e-04
    0.7238    28.1052      3.0000e-05           5.1644e+03      1.9252e-04
    0.7488    28.1045      9.6000e-05           5.0981e+03      6.1610e-04
    0.7737    28.0979      6.4000e-05           5.0354e+03      4.1092e-04
    0.7987    28.0832      4.0000e-05           4.9802e+03      2.5710e-04
    0.8237    28.0597      4.4000e-05           4.9387e+03      2.8328e-04
    0.8486    28.0277      4.1000e-05           4.9103e+03      2.6457e-04
    0.8736    27.9887      3.6000e-05           4.8928e+03      2.3295e-04
    0.8985    27.9450      6.3000e-05           4.8844e+03      4.0894e-04
    0.9235    27.8991      1.5400e-04           4.8834e+03      1.0029e-03
    0.9484    27.8534      3.1100e-04           4.8883e+03      2.0320e-03
    0.9734    27.8098      2.3500e-04           4.8978e+03      1.5403e-03
    0.9984    27.7698      3.7100e-04           4.9105e+03      2.4387e-03
    1.0078    27.7650      3.5700e-04           4.9133e+03      2.3475e-03
    1.0172    27.7602      3.1700e-04           4.9168e+03      2.0852e-03
    1.0266    27.7554      3.5500e-04           4.9200e+03      2.3359e-03
    1.0360    27.7505      5.6100e-04           4.9243e+03      3.6928e-03
    1.0454    27.7456      4.3600e-04           4.9270e+03      2.8710e-03
    1.0548    27.7407      4.5800e-04           4.9291e+03      3.0169e-03
    1.0643    27.7358      3.9600e-04           4.9334e+03      2.6094e-03
    1.0737    27.7309      3.6600e-04           4.9367e+03      2.4126e-03
    1.0831    27.7261      6.7500e-04           4.9400e+03      4.4510e-03
    1.0925    27.7214      6.3400e-04           4.9434e+03      4.1820e-03
    1.1019    27.7167      4.0100e-04           4.9459e+03      2.6460e-03
    1.1113    27.7121      4.9000e-04           4.9493e+03      3.2344e-03
    1.1207    27.7077      7.0800e-04           4.9525e+03      4.6748e-03
    1.1302    27.7033      6.4500e-04           4.9538e+03      4.2602e-03
    1.1396    27.6990      6.8300e-04           4.9563e+03      4.5126e-03
    1.1490    27.6950      7.8600e-04           4.9590e+03      5.1946e-03
    1.1584    27.6910      6.8300e-04           4.9604e+03      4.5152e-03
    1.1678    27.6873      4.0700e-04           4.9625e+03      2.6913e-03
    1.1772    27.6837      5.5800e-04           4.9634e+03      3.6908e-03
    1.1866    27.6804      8.4000e-04           4.9642e+03      5.5573e-03
    1.1960    27.6773      6.8900e-04           4.9655e+03      4.5593e-03
    1.2055    27.6745      3.2800e-04           4.9672e+03      2.1709e-03
    1.2149    27.6720      6.2600e-04           4.9667e+03      4.1440e-03
    1.2243    27.6697      4.3800e-04           4.9677e+03      2.9000e-03
    1.2337    27.6678      1.0900e-04           4.9685e+03      7.2178e-04
    1.2431    27.6662      2.9800e-04           4.9687e+03      1.9735e-03
    1.2525    27.6649      1.2500e-04           4.9695e+03      8.2791e-04
    1.2619    27.6640      1.4100e-04           4.9686e+03      9.3394e-04
    1.2714    27.6635      5.9700e-04           4.9691e+03      3.9545e-03
    1.2808    27.6633      5.3300e-04           4.9701e+03      3.5306e-03
    1.2878    27.6634      2.7700e-04           4.9696e+03      1.8348e-03
    1.2949    27.6637      1.7700e-04           4.9688e+03      1.1724e-03
    1.3020    27.6642      7.0700e-04           4.9686e+03      4.6829e-03
    1.3090    27.6649      1.2500e-04           4.9695e+03      8.2791e-04
    1.3161    27.6659      4.5100e-04           4.9690e+03      2.9869e-03
    1.3231    27.6670      4.0100e-04           4.9688e+03      2.6555e-03
    1.3302    27.6683      3.8200e-04           4.9686e+03      2.5295e-03
    1.3373    27.6697      4.3800e-04           4.9677e+03      2.9000e-03
    1.3443    27.6714      5.1200e-04           4.9671e+03      3.3895e-03
    1.3514    27.6732      2.8600e-04           4.9666e+03      1.8931e-03
    1.3584    27.6752      2.6100e-04           4.9668e+03      1.7274e-03
    1.3655    27.6773      6.8900e-04           4.9655e+03      4.5593e-03
    1.3726    27.6796      8.1900e-04           4.9640e+03      5.4187e-03
    1.3796    27.6820      6.5100e-04           4.9628e+03      4.3064e-03
    1.3867    27.6846      5.8200e-04           4.9634e+03      3.8493e-03
    1.3937    27.6873      4.0700e-04           4.9625e+03      2.6913e-03
    1.4008    27.6901      6.7100e-04           4.9606e+03      4.4361e-03
    1.4079    27.6930      8.8400e-04           4.9596e+03      5.8431e-03
    1.4149    27.6960      7.5100e-04           4.9582e+03      4.9629e-03
    1.4220    27.6990      6.8300e-04           4.9563e+03      4.5126e-03
    1.4290    27.7022      6.9700e-04           4.9542e+03      4.6040e-03
    1.4361    27.7055      5.3600e-04           4.9535e+03      3.5397e-03
    1.4432    27.7088      6.3400e-04           4.9514e+03      4.1859e-03
    1.4502    27.7121      4.9000e-04           4.9493e+03      3.2344e-03
    1.4573    27.7156      4.5900e-04           4.9464e+03      3.0290e-03
    1.4643    27.7191      6.2200e-04           4.9449e+03      4.1036e-03
    1.4714    27.7226      5.9100e-04           4.9429e+03      3.8981e-03
    1.4785    27.7261      6.7500e-04           4.9400e+03      4.4510e-03
    1.4855    27.7297      4.5100e-04           4.9377e+03      2.9731e-03
    1.4926    27.7334      4.0300e-04           4.9352e+03      2.6560e-03
    1.4996    27.7370      3.4100e-04           4.9327e+03      2.2468e-03
    1.5067    27.7407      4.5800e-04           4.9291e+03      3.0169e-03
    1.5138    27.7443      3.8600e-04           4.9273e+03      2.5420e-03
    1.5208    27.7480      6.7800e-04           4.9253e+03      4.4637e-03
    1.5279    27.7517      4.9400e-04           4.9228e+03      3.2515e-03
    1.5349    27.7554      3.5500e-04           4.9200e+03      2.3359e-03
    1.5420    27.7590      3.4600e-04           4.9173e+03      2.2761e-03
    1.5491    27.7626      3.5900e-04           4.9149e+03      2.3610e-03
    1.5561    27.7662      3.8400e-04           4.9128e+03      2.5248e-03
    1.5632    27.7698      3.7100e-04           4.9105e+03      2.4387e-03
    1.5841    27.8098      2.2600e-04           4.8953e+03      1.4813e-03
    1.6051    27.8541      2.5900e-04           4.8817e+03      1.6922e-03
    1.6261    27.9019      1.6900e-04           4.8708e+03      1.1004e-03
    1.6470    27.9522      9.3000e-05           4.8632e+03      6.0337e-04
    1.6680    28.0037      1.4600e-04           4.8608e+03      9.4374e-04
    1.6890    28.0549      1.0500e-04           4.8646e+03      6.7624e-04
    1.7099    28.1039      4.3000e-05           4.8782e+03      2.7597e-04
    1.7309    28.1484      9.0000e-05           4.9071e+03      5.7579e-04
    1.7519    28.1864      9.2000e-05           4.9569e+03      5.8700e-04
    1.7728    28.2163      1.4200e-04           5.0268e+03      9.0410e-04
    1.7938    28.2376      2.1100e-04           5.1144e+03      1.3414e-03
    1.8148    28.2512      3.6900e-04           5.2131e+03      2.3436e-03
    1.8357    28.2589      4.3000e-04           5.3143e+03      2.7295e-03
    1.8567    28.2635      5.4200e-04           5.4095e+03      3.4394e-03
    1.8777    28.2677      5.8700e-04           5.4983e+03      3.7238e-03
    1.8986    28.2737      6.7800e-04           5.5792e+03      4.2993e-03
    1.9196    28.2836      4.5500e-04           5.6498e+03      2.8832e-03
    1.9405    28.2985      6.4800e-04           5.7107e+03      4.1018e-03
    1.9615    28.3196      6.8200e-04           5.7620e+03      4.3106e-03
    1.9825    28.3472      1.1650e-03           5.8068e+03      7.3491e-03
    2.0034    28.3815      6.4200e-04           5.8430e+03      4.0401e-03
    2.0244    28.4224      4.8800e-04           5.8692e+03      3.0622e-03
    2.0454    28.4692      5.2000e-04           5.8869e+03      3.2522e-03
