  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    2.6185     6.6465      6.7700e-04           2.6190e+03      7.7684e-02
    2.6320     6.4457      6.1700e-04           2.5794e+03      7.5279e-02
    2.6456     6.2307      4.5200e-04           2.5470e+03      5.9019e-02
    2.6591     6.0020      3.7100e-04           2.5225e+03      5.2205e-02
    2.6726     5.7605      3.4700e-04           2.5076e+03      5.3008e-02
    2.6862     5.5602      2.8500e-04           2.4728e+03      4.6730e-02
    2.6997     5.3508      4.4300e-04           2.4430e+03      7.8433e-02
    2.7133     5.1318      2.5100e-04           2.4201e+03      4.8313e-02
    2.7268     4.9030      1.8600e-04           2.4050e+03      3.9221e-02
    2.7404     4.6639      1.9500e-04           2.3995e+03      4.5443e-02
    2.7539     4.4145      2.5000e-04           2.4056e+03      6.5029e-02
    2.7675     4.1546      2.2200e-04           2.4259e+03      6.5197e-02
    2.7810     3.8842      3.4300e-04           2.4644e+03      1.1524e-01
    2.7945     3.6035      3.3800e-04           2.5259e+03      1.3195e-01
    2.8081     3.3126      2.5500e-04           2.6175e+03      1.1780e-01
    2.8216     3.0120      2.5500e-04           2.7488e+03      1.4248e-01
    2.8352     2.7022      1.5100e-04           2.9354e+03      1.0483e-01
    2.8487     2.3837      1.4200e-04           3.2003e+03      1.2668e-01
    2.8623     2.0573      1.2400e-04           3.5828e+03      1.4851e-01
    2.8758     1.7238      1.1200e-04           4.1542e+03      1.9106e-01
    2.8893     1.3839      7.6000e-05           5.0596e+03      2.0116e-01
    2.9029     1.0386      6.4000e-05           6.6420e+03      3.0076e-01
    2.9164     0.6885      4.1000e-05           9.9614e+03      4.3844e-01
    2.9300     0.3354      0.0000e+00           0.0000e+00      0.0000e+00
    2.9435     0.0000      0.0000e+00           0.0000e+00      0.0000e+00
    2.9760     0.6548      4.6000e-05           1.1150e+04      5.4384e-01
    3.0085     1.3058      7.0000e-05           5.7601e+03      2.0810e-01
    3.0409     1.9534      6.7000e-05           4.0969e+03      8.9007e-02
    3.0734     2.5955      5.1000e-05           3.3734e+03      3.8376e-02
    3.1059     3.2303      4.5000e-05           3.0299e+03      2.1860e-02
    3.1384     3.8561      4.2000e-05           2.8766e+03      1.4318e-02
    3.1708     4.4714      3.6000e-05           2.8260e+03      9.1274e-03
    3.2033     5.0747      2.9000e-05           2.8335e+03      5.7083e-03
    3.2358     5.6648      3.3000e-05           2.8760e+03      5.2128e-03
    3.2683     6.2403      3.1000e-05           2.9406e+03      4.0353e-03
    3.3007     6.8000      3.0000e-05           3.0188e+03      3.2888e-03
    3.3332     7.3427      3.8000e-05           3.1051e+03      3.5727e-03
    3.3657     7.8672      5.4000e-05           3.1964e+03      4.4227e-03
    3.3981     8.3723      8.9000e-05           3.2929e+03      6.4362e-03
    3.4306     8.8566      1.8600e-04           3.3948e+03      1.2020e-02
    3.4631     9.3191      2.9000e-04           3.5028e+03      1.6927e-02
    3.4956     9.7582      9.3600e-04           3.6197e+03      4.9827e-02
    3.5280    10.1727      1.0770e-03           3.7460e+03      5.2756e-02
    3.5605    10.5612      1.2700e-03           3.8816e+03      5.7717e-02
    3.5930    10.9225      1.1610e-03           4.0274e+03      4.9331e-02
    3.6255    11.2554      1.1250e-03           4.1836e+03      4.5015e-02
    3.6579    11.5590      1.0820e-03           4.3495e+03      4.1050e-02
    3.6904    11.8327      6.4600e-04           4.5235e+03      2.3388e-02
    3.7229    12.0761      3.9300e-04           4.7062e+03      1.3661e-02
    3.7554    12.2895      2.2300e-04           4.8950e+03      7.4846e-03
    3.7878    12.4733      2.4000e-04           5.0887e+03      7.8195e-03
    3.8203    12.6285      1.9200e-04           5.2818e+03      6.1028e-03
    3.8528    12.7559      1.6900e-04           5.4689e+03      5.2650e-03
    3.8852    12.8566      1.6300e-04           5.6476e+03      4.9988e-03
    3.9177    12.9315      1.6700e-04           5.8090e+03      5.0623e-03
    3.9502    12.9811      1.6700e-04           5.9433e+03      5.0237e-03
    3.9827    13.0052      2.1200e-04           6.0514e+03      6.3538e-03
    4.0151    13.0052      3.4900e-04           6.1723e+03      1.0460e-02
    4.0476    12.9885      1.9200e-04           6.1965e+03      5.7692e-03
    4.0801    12.9480      1.5200e-04           6.1848e+03      4.5959e-03
    4.1126    12.8824      7.2000e-05           6.1920e+03      2.1992e-03
    4.1450    12.7965      2.4900e-04           6.1871e+03      7.7081e-03
    4.1775    12.6960      1.9400e-04           6.1700e+03      6.1010e-03
    4.2100    12.5889      1.4200e-04           6.1457e+03      4.5420e-03
    4.2424    12.4851      1.5300e-04           6.1141e+03      4.9755e-03

    0.0000     0.0000      0.0000e+00           0.0000e+00      0.0000e+00
    0.0250     0.8207      1.0700e-04           8.4919e+03      8.0528e-01
    0.0499     1.6346      2.2400e-04           4.4457e+03      4.2497e-01
    0.0749     2.4466      2.2900e-04           3.2063e+03      1.9393e-01
    0.0998     3.2542      3.4100e-04           2.6675e+03      1.6323e-01
    0.1248     4.0558      2.8100e-04           2.4070e+03      8.6593e-02
    0.1498     4.8497      3.7700e-04           2.2839e+03      8.1253e-02
    0.1747     5.6342      3.8400e-04           2.2392e+03      6.1319e-02
    0.1997     6.4075      4.7000e-04           2.2412e+03      5.8030e-02
    0.2246     7.1677      4.2200e-04           2.2766e+03      4.1637e-02
    0.2496     7.9128      6.4600e-04           2.3358e+03      5.2300e-02
    0.2746     8.6405      5.3300e-04           2.4185e+03      3.6189e-02
    0.2995     9.3479      5.6700e-04           2.5221e+03      3.2892e-02
    0.3245    10.0315      7.0000e-04           2.6511e+03      3.5261e-02
    0.3494    10.6862      1.0890e-03           2.8113e+03      4.8341e-02
    0.3744    11.3044      1.3290e-03           3.0163e+03      5.2718e-02
    0.3993    11.8737      1.1610e-03           3.2846e+03      4.1744e-02
    0.4243    12.3720      1.3980e-03           3.6427e+03      4.6297e-02
    0.4493    12.7626      1.5410e-03           4.0928e+03      4.7957e-02
    0.4742    13.0032      1.7890e-03           4.5446e+03      5.3634e-02
    0.4992    13.0852      2.0980e-03           4.8572e+03      6.2112e-02
    0.5241    13.0496      2.2520e-03           5.0198e+03      6.7035e-02
    0.5491    12.9468      1.3950e-03           5.1102e+03      4.2187e-02
    0.5741    12.8110      8.2500e-04           5.1711e+03      2.5481e-02
    0.5990    13.1594      1.4200e-04           2.1756e+03      4.1567e-03
    0.6240    13.5970      1.4900e-04           2.2630e+03      4.0854e-03
    0.6489    14.0266      7.3000e-05           2.3546e+03      1.8808e-03
    0.6739    14.4481      1.2700e-04           2.4502e+03      3.0840e-03
    0.6989    14.8611      9.6000e-05           2.5506e+03      2.2034e-03
    0.7238    15.2648      1.1600e-04           2.6567e+03      2.5235e-03
    0.7488    15.6579      2.2200e-04           2.7689e+03      4.5900e-03
    0.7737    16.0386      1.8000e-04           2.8896e+03      3.5471e-03
    0.7987    16.4048      2.3000e-04           3.0187e+03      4.3323e-03
    0.8237    16.7538      1.8200e-04           3.1566e+03      3.2868e-03
    0.8486    17.0824      2.2900e-04           3.3033e+03      3.9780e-03
    0.8736    17.3871      2.6200e-04           3.4565e+03      4.3932e-03
    0.8985    17.6333      1.8800e-04           5.3715e+03      3.0649e-03
    0.9235    17.5244      2.7800e-04           5.3035e+03      4.5887e-03
    0.9484    17.3966      2.5200e-04           5.2146e+03      4.2209e-03
    0.9734    17.2494      3.3200e-04           5.1131e+03      5.6561e-03
    0.9984    17.0822      2.3200e-04           4.9989e+03      4.0302e-03
    1.0078    17.0589      2.7500e-04           4.9825e+03      4.7903e-03
    1.0172    17.0328      3.3600e-04           4.9631e+03      5.8708e-03
    1.0266    17.0039      4.5500e-04           4.9421e+03      7.9771e-03
    1.0360    16.9720      3.6000e-04           4.9181e+03      6.3353e-03
    1.0454    16.9372      3.7600e-04           4.8896e+03      6.6441e-03
    1.0548    16.8995      3.1400e-04           4.8579e+03      5.5733e-03
    1.0643    16.8588      2.1800e-04           4.8258e+03      3.8881e-03
    1.0737    16.8153      1.4900e-04           4.7910e+03      2.6712e-03
    1.0831    16.7689      2.3400e-04           4.7541e+03      4.2183e-03
    1.0925    16.7197      1.4400e-04           4.7161e+03      2.6112e-03
    1.1019    16.6678      1.2500e-04           4.6786e+03      2.2808e-03
    1.1113    16.6131      1.4900e-04           4.6398e+03      2.7366e-03
    1.1207    16.5559      1.4300e-04           4.5994e+03      2.6446e-03
    1.1302    16.4962      1.2600e-04           4.5587e+03      2.3471e-03
    1.1396    16.4342      1.4500e-04           4.5180e+03      2.7215e-03
    1.1490    16.3699      1.4000e-04           4.4768e+03      2.6483e-03
    1.1584    16.3034      1.5600e-04           4.4379e+03      2.9751e-03
    1.1678    16.2351      1.5700e-04           4.3992e+03      3.0194e-03
    1.1772    16.1649      1.6500e-04           4.3626e+03      3.2009e-03
    1.1866    16.0931      1.4700e-04           4.3279e+03      2.8772e-03
    1.1960    16.0200      1.1000e-04           4.2948e+03      2.1727e-03
    1.2055    15.9457      1.2300e-04           4.2631e+03      2.4522e-03
    1.2149    15.8708      1.8200e-04           4.2325e+03      3.6627e-03
    1.2243    15.7957      2.1000e-04           4.2029e+03      4.2665e-03
    1.2337    15.7210      1.2800e-04           4.1774e+03      2.6253e-03
    1.2431    15.6481      7.6000e-05           4.1517e+03      1.5733e-03
    1.2525    15.5790      7.2000e-05           4.1279e+03      1.5038e-03
    1.2619    15.5178      1.1100e-04           4.1057e+03      2.3366e-03
    1.2714    15.4725      8.3000e-05           4.0885e+03      1.7575e-03
    1.2808    15.4550      1.2000e-04           4.0817e+03      2.5467e-03
    1.2878    15.4650      8.7000e-05           4.0846e+03      1.8440e-03
    1.2949    15.4925      7.8000e-05           4.0967e+03      1.6473e-03
    1.3020    15.5320      1.2200e-04           4.1108e+03      2.5635e-03
    1.3090    15.5790      7.2000e-05           4.1279e+03      1.5038e-03
    1.3161    15.6303      7.5000e-05           4.1459e+03      1.5562e-03
    1.3231    15.6842      7.1000e-05           4.1641e+03      1.4631e-03
    1.3302    15.7396      1.5600e-04           4.1835e+03      3.1920e-03
    1.3373    15.7957      2.1000e-04           4.2029e+03      4.2665e-03
    1.3443    15.8520      1.7100e-04           4.2253e+03      3.4495e-03
    1.3514    15.9083      1.3100e-04           4.2472e+03      2.6239e-03
    1.3584    15.9644      1.2700e-04           4.2715e+03      2.5260e-03
    1.3655    16.0200      1.1000e-04           4.2948e+03      2.1727e-03
    1.3726    16.0749      1.4900e-04           4.3201e+03      2.9229e-03
    1.3796    16.1292      1.6000e-04           4.3450e+03      3.1176e-03
    1.3867    16.1826      1.3100e-04           4.3715e+03      2.5357e-03
    1.3937    16.2351      1.5700e-04           4.3992e+03      3.0194e-03
    1.4008    16.2865      1.9000e-04           4.4290e+03      3.6310e-03
    1.4079    16.3369      1.5000e-04           4.4584e+03      2.8489e-03
    1.4149    16.3862      9.8000e-05           4.4861e+03      1.8501e-03
    1.4220    16.4342      1.4500e-04           4.5180e+03      2.7215e-03
    1.4290    16.4810      1.1700e-04           4.5485e+03      2.1835e-03
    1.4361    16.5264      1.1100e-04           4.5795e+03      2.0601e-03
    1.4432    16.5705      1.2400e-04           4.6089e+03      2.2892e-03
    1.4502    16.6131      1.4900e-04           4.6398e+03      2.7366e-03
    1.4573    16.6544      1.6900e-04           4.6688e+03      3.0886e-03
    1.4643    16.6941      1.6800e-04           4.6972e+03      3.0557e-03
    1.4714    16.7323      1.3500e-04           4.7253e+03      2.4443e-03
    1.4785    16.7689      2.3400e-04           4.7541e+03      4.2183e-03
    1.4855    16.8040      1.8100e-04           4.7821e+03      3.2493e-03
    1.4926    16.8374      2.7500e-04           4.8075e+03      4.9171e-03
    1.4996    16.8693      2.7400e-04           4.8337e+03      4.8807e-03
    1.5067    16.8995      3.1400e-04           4.8579e+03      5.5733e-03
    1.5138    16.9280      3.4000e-04           4.8819e+03      6.0145e-03
    1.5208    16.9550      3.7300e-04           4.9035e+03      6.5772e-03
    1.5279    16.9802      4.2600e-04           4.9246e+03      7.4895e-03
    1.5349    17.0039      4.5500e-04           4.9421e+03      7.9771e-03
    1.5420    17.0258      3.6200e-04           4.9586e+03      6.3303e-03
    1.5491    17.0462      3.5000e-04           4.9729e+03      6.1058e-03
    1.5561    17.0650      2.6500e-04           4.9868e+03      4.6128e-03
    1.5632    17.0822      2.3200e-04           4.9989e+03      4.0302e-03
    1.5841    17.2510      2.4800e-04           5.1158e+03      4.2243e-03
    1.6051    17.4041      1.9900e-04           5.2274e+03      3.3303e-03
    1.6261    17.5407      1.4400e-04           5.3344e+03      2.3725e-03
    1.6470    17.6605      1.8300e-04           5.4322e+03      2.9742e-03
    1.6680    17.4657      3.7000e-04           3.6232e+03      6.1484e-03
    1.6890    17.1976      4.8700e-04           3.5245e+03      8.3469e-03
    1.7099    16.9108      3.3700e-04           3.4344e+03      5.9735e-03
    1.7309    16.6079      2.8200e-04           3.3523e+03      5.1826e-03
    1.7519    16.2912      3.4500e-04           3.2806e+03      6.5894e-03
    1.7728    15.9625      3.3300e-04           3.2183e+03      6.6248e-03
    1.7938    15.6239      2.7700e-04           3.1667e+03      5.7522e-03
    1.8148    15.2771      2.3200e-04           3.1246e+03      5.0389e-03
    1.8357    14.9237      2.8300e-04           3.0889e+03      6.4412e-03
    1.8567    14.5653      2.3200e-04           3.0605e+03      5.5434e-03
    1.8777    14.2035      2.8500e-04           3.0363e+03      7.1612e-03
    1.8986    13.8397      1.6500e-04           3.0181e+03      4.3668e-03
    1.9196    13.4754      2.2500e-04           3.0037e+03      6.2810e-03
    1.9405    13.1119      1.6600e-04           2.9946e+03      4.8945e-03
    1.9615    12.7506      1.6700e-04           2.9869e+03      5.2070e-03
    1.9825    12.3929      6.5000e-05           2.9830e+03      2.1453e-03
    2.0034    12.0402      1.1500e-04           2.9825e+03      4.0212e-03
    2.0244    11.6936      1.2300e-04           2.9861e+03      4.5597e-03
    2.0454    11.3546      1.1600e-04           2.9932e+03      4.5608e-03
    2.0663    11.0245      9.1000e-05           3.0026e+03      3.7954e-03
    2.0873    10.9677      1.3200e-04           3.2535e+03      5.5625e-03
    2.1083    11.0782      3.0100e-04           3.1257e+03      1.2432e-02
    2.1292    11.2071      2.2400e-04           3.0152e+03      9.0405e-03
